Id,Número De Víctimas,Fecha,Año,Mes,Día,Hora,Cantidad Hora,Lugar Del Hecho,Tipo De Calle,Calle,Cruce,Dirección Normalizada,Comuna,Coordenadas XY (CABA),Pos X,Pos Y,Participantes,Víctima,Acusado,Rol,Sexo,Edad,Barrios,Código Día,Día Semana,Franja Horaria
2018-0122,1,2018-11-12,2018,11,12,2024-01-16 01:00:00,1,Au Dellepiane Luis Tte. Gral. Y Larrazabal,Autopista,Autopista Dellepiane Luis Tte. Gral.,Si,Autopista Dellepiane Luis Tte. Gral. Y Larrazabal,8,Point (98704.10681045 95222.62689520),-58.47743966,-34.67233407,Auto-Auto,Auto,Auto,Conductor,Masculino,33,"Villa Soldati, Villa Riachuelo y Villa Lugano.",0,Lunes,Madrugada
2018-0123,1,2018-11-12,2018,11,12,2024-01-16 03:32:00,3,"Paz, Gral. Av. Y Peron, Eva Av.",Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Peron, Eva Av.",9,Point (96405.76679348 94981.38013791),-58.5025179,-34.67450313,Auto-Sd,Auto,Sd,Conductor,Masculino,25,"Liniers, Mataderos y Parque Avellaneda.",0,Lunes,Madrugada
2018-0124,1,2018-11-15,2018,11,15,2024-01-16 19:40:00,19,Au Perito Moreno Y Reservistas Argentinos,Autopista,Autopista Perito Moreno,No,Autopista Perito Moreno Y Reservistas Argentinos,9,Point (94668.77734942 99160.32825286),-58.52144411,-34.63682499,Cargas-Cargas,Cargas,Cargas,Conductor,Masculino,44,"Liniers, Mataderos y Parque Avellaneda.",3,Jueves,Noche
2018-0125,1,2018-11-16,2018,11,16,2024-01-16 21:12:00,21,Saenz Av. Y Ventana,Avenida,Saenz Av.,Si,Saenz Av. Y Ventana,4,Point (104289.92773867 97606.13539657),-58.41650465,-34.65084045,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,29,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",4,Viernes,Noche
2018-0126,1,2018-11-18,2018,11,18,2024-01-16 12:11:00,12,Avda. General Paz Y Cnel. Ramón Falcón,Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Falcon, Ramon L.,Cnel.",9,Point (93889.86789861 98745.59348173),-58.52994219,-34.64055918,Moto-Auto,Moto,Auto,Conductor,Masculino,27,"Liniers, Mataderos y Parque Avellaneda.",6,Domingo,Tarde
2018-0127,1,2018-11-19,2018,11,19,2024-01-16 09:14:00,9,Av. Gral. Paz Y Av. De Los Constituyentes,Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y De Los Constituyentes Av.",12,Point (95720.94836751 106663.03756022),-58.50993046,-34.56919739,Moto-Moto,Moto,Moto,Conductor,Masculino,29,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",0,Lunes,Mañana
2018-0128,2,2018-11-25,2018,11,25,2024-01-16 04:30:00,4,"Paz, Gral. Av. 11200",Gral Paz,"Paz, Gral. Av.",No,"Paz, Gral. Av. 11200",9,Point (94027.41355272 98150.01779732),-58.52844623,-34.64592873,Auto-Pasajeros,Auto,Pasajeros,Pasajero_Acompañante,Masculino,49,"Liniers, Mataderos y Parque Avellaneda.",6,Domingo,Madrugada
2018-0128,2,2018-11-25,2018,11,25,2024-01-16 04:30:00,4,"Paz, Gral. Av. 11200",Gral Paz,"Paz, Gral. Av.",No,"Paz, Gral. Av. 11200",9,Point (94027.41355272 98150.01779732),-58.52844623,-34.64592873,Auto-Pasajeros,Auto,Pasajeros,Pasajero_Acompañante,Femenino,39,"Liniers, Mataderos y Parque Avellaneda.",6,Domingo,Madrugada
2018-0129,1,2018-11-28,2018,11,28,2024-01-16 04:01:00,4,"Newbery, Jorge Av. Y Guevara",Avenida,"Newbery, Jorge Av.",Si,"Newbery, Jorge Av. Y Guevara",15,Point (101200.55632600 104694.24798650),-58.45021367,-34.58695347,Moto-Pasajeros,Moto,Pasajeros,Conductor,Masculino,37,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",2,Miércoles,Madrugada
2018-0130,1,2018-12-03,2018,12,3,2024-01-16 03:00:00,3,Gaona Av. Y Segurola Av.,Avenida,Gaona Av.,Si,Gaona Av. Y Segurola Av.,10,Point (97531.36286491 100173.61049110),-58.49022072,-34.62770192,Moto-Pasajeros,Moto,Pasajeros,Conductor,Masculino,40,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",0,Lunes,Madrugada
2018-0131,1,2018-12-07,2018,12,7,2024-01-16 19:10:00,19,"Madero, Eduardo Av. 550",Avenida,"Madero, Eduardo Av.",No,"Madero, Eduardo Av. 550",1,Point (108685.90894590 103124.78289557),-58.36860866,-34.60106568,Moto-Cargas,Moto,Cargas,Conductor,Masculino,29,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",4,Viernes,Noche
2018-0132,1,2018-12-12,2018,12,12,2024-01-16 08:26:00,8,"Au Arturo Illia Y Castillo, Ramon S.",Autopista,Autopista Arturo Illia,Si,"Autopista Arturo Illia Y Castillo, Ramon S., Pres. Av.",2,Point (106275.90279188 106304.98623165),-58.39490504,-34.57241534,Peaton-Cargas,Peaton,Cargas,Peaton,Masculino,70,Recoleta.,2,Miércoles,Mañana
2018-0133,1,2018-12-12,2018,12,12,2024-01-16 14:07:00,14,Nazca Av. Y Rivadavia Av.,Avenida,Nazca Av.,Si,Nazca Av. Y Rivadavia Av.,7,Point (99418.67591727 99840.67619219),-58.46963952,-34.63070603,Peaton-Cargas,Peaton,Cargas,Peaton,Femenino,60,Flores y Parque Chacabuco.,2,Miércoles,Tarde
2018-0134,1,2018-12-12,2018,12,12,2024-01-16 21:00:00,21,La Plata Av. Y Caseros Av.,Avenida,La Plata Av.,Si,La Plata Av. Y Caseros Av.,7,Point (103649.67568294 98786.92074818),-58.42349365,-34.64019887,Peaton-Moto,Peaton,Moto,Peaton,Masculino,56,Flores y Parque Chacabuco.,2,Miércoles,Noche
2018-0135,1,2018-12-18,2018,12,18,2024-01-16 14:40:00,14,Belgrano Av. Y Peru,Avenida,Belgrano Av.,Si,Belgrano Av. Y Peru,1,Point (108124.38297421 101840.19801704),-58.37471802,-34.61265002,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,80,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",1,Martes,Tarde
2018-0136,1,2018-12-18,2018,12,18,2024-01-16 15:42:00,15,Rivadavia Av. 7013,Avenida,Rivadavia Av.,No,Rivadavia Av. 7013,7,Point (99900.22869225 100014.51595495),-58.46438789,-34.62913916,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Femenino,70,Flores y Parque Chacabuco.,1,Martes,Tarde
2018-0137,1,2018-12-18,2018,12,18,2024-01-16 20:15:00,20,Adolfo Alsina Y Santiago Del Estero,Calle,"Alsina, Adolfo",Si,"Alsina, Adolfo Y Santiago Del Estero",1,Point (107198.03031731 102023.53206745),-58.38481975,-34.61100424,Moto-Pasajeros,Moto,Pasajeros,Pasajero_Acompañante,Masculino,29,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",1,Martes,Noche
2018-0138,1,2018-12-21,2018,12,21,2024-01-16 09:30:00,9,Bermudez 1893,Calle,Bermudez,No,Bermudez 1893,10,Point (95944.83421152 100945.68379559),-58.50751833,-34.62073702,Pasajeros-Pasajeros,Pasajeros,Pasajeros,Pasajero_Acompañante,Femenino,79,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",4,Viernes,Mañana
2018-0139,1,2018-12-22,2018,12,22,2024-01-16 06:30:00,6,Santander 1974,Calle,Santander,No,Santander 1974,7,Point (101510.09611838 98933.71958961),-58.44682986,-34.63888084,Moto-Moto,Moto,Moto,Pasajero_Acompañante,Masculino,28,Flores y Parque Chacabuco.,5,Sábado,Mañana
2018-0140,1,2018-12-22,2018,12,22,2024-01-16 08:05:00,8,Julieta Lanteri 1400,Calle,Lanteri Julieta,No,Lanteri Julieta 1400,1,Point (109469.86887005 101709.86665960),-58.3600465,-34.61381341,Auto-Auto,Auto,Auto,Conductor,Masculino,78,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",5,Sábado,Mañana
2018-0141,1,2018-12-22,2018,12,22,2024-01-16 17:40:00,17,Maza Y Av. Independencia,Avenida,Maza,Si,Maza E Independencia Av.,5,Point (104420.68512694 100931.98574919),-58.41509546,-34.62085945,Peaton-Moto,Peaton,Moto,Peaton,Masculino,75,Almagro y Boedo.,5,Sábado,Tarde
2018-0142,1,2018-12-25,2018,12,25,2024-01-16 13:30:00,13,"Paz, Gral. Av. 5172",Gral Paz,"Paz, Gral. Av.",No,"Paz, Gral. Av. 5172",12,Point (95716.93710226 106295.47905158),-58.50997604,-34.57251072,Cargas-Pasajeros,Cargas,Pasajeros,Pasajero_Acompañante,Masculino,32,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",1,Martes,Tarde
2018-0143,1,2018-12-29,2018,12,29,2024-01-16 05:25:00,5,"Olivera Av. Y Alberdi, Juan Bautista Av.",Avenida,Olivera Av.,Si,"Olivera Av. Y Alberdi, Juan Bautista Av.",10,Point (97912.79273192 98756.38729095),-58.48606475,-34.64047818,Moto-Auto,Moto,Auto,Conductor,Masculino,22,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",5,Sábado,Madrugada
2019-0001,1,2019-01-08,2019,1,8,2024-01-16 08:30:00,8,"Castillo, Ramon S., Pres. Av. Y Calle 12",Avenida,"Castillo, Ramon S., Pres. Av.",Si,"Castillo, Ramon S., Pres. Av. Y Calle 12 (No Oficial)",2,Point (107160.34141948 105678.38284277),-58.38526125,-34.5780581,Moto-Cargas,Moto,Cargas,Conductor,Masculino,25,Recoleta.,1,Martes,Mañana
2019-0002,1,2019-01-09,2019,1,9,2024-01-16 04:00:00,4,"Castañares Av. Y Moreno, Perito Av.",Avenida,Casta?Ares Av.,Si,"Castaã‘Ares Av. Y Moreno, Perito Av.",7,Point (100794.20933352 97609.18063839),-58.45463662,-34.65082149,Auto-Cargas,Auto,Cargas,Conductor,Masculino,32,Flores y Parque Chacabuco.,2,Miércoles,Madrugada
2019-0003,1,2019-01-12,2019,1,12,2024-01-16 08:00:00,8,San Martin Av. Y Terrada,Avenida,San Martin Av.,Si,San Martin Av. Y Terrada,15,Point (97439.07314838 103559.40773606),-58.49121672,-34.59718073,Moto-Auto,Moto,Auto,Conductor,Masculino,23,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",5,Sábado,Mañana
2019-0004,1,2019-01-14,2019,1,14,2024-01-16 19:58:00,19,"Peron, Eva Av. Y Medina",Avenida,"Peron, Eva Av.",Si,"Peron, Eva Av. Y Medina",9,Point (99087.21233087 97384.56622913),-58.47325712,-34.65284605,Auto-Pasajeros,Auto,Pasajeros,Conductor,Masculino,71,"Liniers, Mataderos y Parque Avellaneda.",0,Lunes,Noche
2019-0005,1,2019-01-19,2019,1,19,2024-01-16 12:00:00,12,"Justo, Juan B. Av. Y Alvarez Jonte Av.",Avenida,"Justo, Juan B. Av.",Si,"Justo, Juan B. Av. Y Alvarez Jonte Av.",10,Point (94701.87719386 99493.36109269),-58.52108101,-34.63382309,Moto-Cargas,Moto,Cargas,Conductor,Masculino,43,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",5,Sábado,Tarde
2019-0006,1,2019-01-23,2019,1,23,2024-01-16 05:45:00,5,"Obligado Rafael, Av. Costanera 4650",Avenida,"Obligado Rafael, Av.Costanera",No,"Obligado Rafael, Av.Costanera 4650",14,Point (104292.73762877 108227.37900690),-58.41652702,-34.55509606,Peaton-Auto,Peaton,Auto,Peaton,Femenino,12,Palermo.,2,Miércoles,Madrugada
2019-0007,1,2019-01-26,2019,1,26,2024-01-16 19:34:00,19,"Mitre, Bartolome Y Yatay",Calle,"Mitre, Bartolome",Si,"Mitre, Bartolome Y Yatay",5,Point (103153.61467028 102057.67908768),-58.42891604,-34.6107166,Moto-Auto,Moto,Auto,Conductor,Masculino,35,Almagro y Boedo.,5,Sábado,Noche
2019-0008,1,2019-01-30,2019,1,30,2024-01-16 22:45:00,22,"Paz, Gral. Av. 16080",Gral Paz,"Paz, Gral. Av.",No,"Paz, Gral. Av. 16080",8,Point (98650.97430792 93088.91481914),-58.47802293,-34.69156793,Multiple,Moto,Multiple,Conductor,Masculino,42,"Villa Soldati, Villa Riachuelo y Villa Lugano.",2,Miércoles,Noche
2019-0009,1,2019-01-31,2019,1,31,2024-01-16 14:55:00,14,Chacabuco Y San Juan Av.,Avenida,Chacabuco,Si,Chacabuco Y San Juan Av.,1,Point (108038.17400278 100802.81492813),-58.37564821,-34.62200207,Moto-Auto,Moto,Auto,Conductor,Masculino,34,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",3,Jueves,Tarde
2019-0010,2,2019-02-02,2019,2,2,2024-01-16 07:50:00,7,Del Libertador Av. 4100,Avenida,Del Libertador Av.,No,Del Libertador Av. 4100,14,Point (103359.87920798 106617.17056502),-58.42668489,-34.56961468,Peaton-Auto,Peaton,Auto,Peaton,Masculino,40,Palermo.,5,Sábado,Mañana
2019-0010,2,2019-02-02,2019,2,2,2024-01-16 07:50:00,7,Del Libertador Av. 4100,Avenida,Del Libertador Av.,No,Del Libertador Av. 4100,14,Point (103359.87920798 106617.17056502),-58.42668489,-34.56961468,Peaton-Auto,Peaton,Auto,Peaton,Masculino,59,Palermo.,5,Sábado,Mañana
2019-0011,1,2019-02-10,2019,2,10,2024-01-16 01:00:00,1,"Paz, Gral. Av. Y Alberdi, Juan Bautista Av.",Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Alberdi, Juan Bautista Av.",9,Point (94949.53051500 96309.49139706),-58.5183993,-34.66252488,Peaton-Auto,Peaton,Auto,Peaton,Masculino,40,"Liniers, Mataderos y Parque Avellaneda.",6,Domingo,Madrugada
2019-0012,1,2019-02-17,2019,2,17,2024-01-16 03:16:00,3,"Castañares Av. Y Gordillo, Timoteo",Avenida,Casta?Ares Av.,Si,"Castaã‘Ares Av. Y Gordillo, Timoteo",8,Point (98072.98959434 94742.80804806),-58.48432691,-34.67665828,Moto-Auto,Moto,Auto,Conductor,Masculino,31,"Villa Soldati, Villa Riachuelo y Villa Lugano.",6,Domingo,Madrugada
2019-0013,1,2019-02-20,2019,2,20,2024-01-16 07:30:00,7,Salvigny Y Mom,Calle,Salvigny,Si,Salvigny Y Mom,7,Point (102701.07793891 98301.55899449),-58.4338383,-34.64457699,Peaton-Auto,Peaton,Auto,Peaton,Masculino,39,Flores y Parque Chacabuco.,2,Miércoles,Mañana
2019-0014,1,2019-02-20,2019,2,20,2024-01-16 17:30:00,17,"Lamarca, Emilio 5402",Calle,"Lamarca, Emilio",No,"Lamarca, Emilio 5402",11,Point (95105.42229190 104734.49416290),-58.51664939,-34.58657938,Moto-Objeto Fijo,Moto,Objeto Fijo,Conductor,Masculino,69,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",2,Miércoles,Tarde
2019-0015,1,2019-02-23,2019,2,23,2024-01-16 06:57:00,6,San Martin Av. 5638,Avenida,San Martin Av.,No,San Martin Av. 5638,11,Point (96988.34526261 103575.43345979),-58.49613012,-34.59703502,Otro-Auto,Auto,Objeto Fijo,Conductor,Masculino,21,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",5,Sábado,Mañana
2019-0016,1,2019-02-24,2019,2,24,2024-01-16 02:00:00,2,"Carrillo, Ramon, Dr. Y Finochietto Enrique Dr.",Calle,"Carrillo, Ramon, Dr.",Si,"Carrillo, Ramon, Dr. Y Finochietto Enrique Dr.",4,Point (107350.48403234 99520.90259673),-58.38313603,-34.63356284,Moto-Pasajeros,Moto,Pasajeros,Conductor,Masculino,40,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",6,Domingo,Madrugada
2019-0017,1,2019-03-03,2019,3,3,2024-01-16 07:00:00,7,Mexico Y Pichincha,Calle,Mexico,Si,Mexico Y Pichincha,3,Point (105883.57359899 101434.40486977),-58.39914719,-34.61632317,Auto-Pasajeros,Auto,Pasajeros,Conductor,Masculino,22,Balvanera y San Cristóbal.,6,Domingo,Mañana
2019-0018,1,2019-03-03,2019,3,3,2024-01-16 23:30:00,23,"Cantilo, Int. Y Udaondo, Guillermo Av.",Autopista,"Cantilo, Int.",Si,"Cantilo, Int. Y Udaondo, Guillermo Av.",13,Point (101287.58627255 109848.96522762),-58.44927253,-34.54048625,Peaton-Auto,Peaton,Auto,Peaton,Femenino,29,"Núñez, Belgrano y Colegiales.",6,Domingo,Noche
2019-0019,1,2019-03-06,2019,3,6,2024-01-16 12:00:00,12,Del Libertador Av. 6326,Avenida,Del Libertador Av.,No,Del Libertador Av. 6326,13,Point (101175.50098927 108378.70762331),-58.45049163,-34.55374003,Moto-Auto,Moto,Auto,Conductor,Masculino,40,"Núñez, Belgrano y Colegiales.",2,Miércoles,Tarde
2019-0020,1,2019-03-07,2019,3,7,2024-01-16 21:01:00,21,Chiclana Av. 3444,Avenida,Chiclana Av.,No,Chiclana Av. 3444,5,Point (104622.17042668 99282.25347815),-58.41288952,-34.63572989,Moto-Auto,Moto,Auto,Conductor,Masculino,43,Almagro y Boedo.,3,Jueves,Noche
2019-0021,1,2019-03-15,2019,3,15,2024-01-16 22:50:00,22,Boyaca Av. Y Yerbal,Avenida,Boyaca Av.,Si,Boyaca Av. Y Yerbal,7,Point (100537.72694403 100405.74808196),-58.45743597,-34.62561234,Moto-Auto,Moto,Auto,Conductor,Masculino,23,Flores y Parque Chacabuco.,4,Viernes,Noche
2019-0022,1,2019-03-15,2019,3,15,2024-01-16 00:00:00,0,Entre Rios Av. Bajo Puente Autopista (1260 Aprox),Avenida,Entre Rios Av.,No,Entre Rios Av. 1260,1,Point (106608.39392805 100635.27735528),-58.39123782,-34.62352245,Auto-Sd,Auto,Sd,Pasajero_Acompañante,Masculino,40,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",4,Viernes,Madrugada
2019-0023,1,2019-03-16,2019,3,16,2024-01-16 08:28:00,8,"Paz, Gral. Av. Y Jacques, Amadeo",Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Jacques, Amadeo",9,Point (93955.07404645 99209.29091025),-58.52922765,-34.63637963,Otro-Auto,Auto,Objeto Fijo,Conductor,Masculino,34,"Liniers, Mataderos y Parque Avellaneda.",5,Sábado,Mañana
2019-0024,1,2019-03-19,2019,3,19,2024-01-16 07:12:00,7,Antartida Argentina Av. 1325,Avenida,Antartida Argentina Av.,No,Antartida Argentina Av. 1325,1,Point (108368.93688513 104860.74716674),-58.37208118,-34.58541957,Moto-Cargas,Moto,Cargas,Conductor,Masculino,32,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",1,Martes,Mañana
2019-0025,1,2019-03-22,2019,3,22,2024-01-16 13:10:00,13,"Mitre, Bartolome Y Sanchez De Bustamante",Calle,"Mitre, Bartolome",Si,"Mitre, Bartolome Y Sanchez De Bustamante",5,Point (104468.07400702 102205.91009215),-58.41458534,-34.60937557,Peaton-Auto,Peaton,Auto,Peaton,Masculino,27,Almagro y Boedo.,4,Viernes,Tarde
2019-0026,1,2019-03-28,2019,3,28,2024-01-16 07:32:00,7,"Fernandez De La Cruz, F. , Gral. Av. Y Larrazabal",Avenida,"Fernandez De La Cruz, F., Gral. Av.",Si,"Fernandez De La Cruz, F., Gral. Av. Y Paz, Gral. Av.",8,Point (98491.08733048 93092.87943671),-58.47976785,-34.69153196,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,40,"Villa Soldati, Villa Riachuelo y Villa Lugano.",3,Jueves,Mañana
2019-0027,1,2019-03-28,2019,3,28,2024-01-16 11:11:00,11,Santa Fe Av. Y Azcuenaga,Avenida,Santa Fe Av.,Si,Santa Fe Av. Y Azcuenaga,2,Point (105815.73438780 103786.90549585),-58.39990285,-34.59511714,Multiple,Bicicleta,Multiple,Ciclista,Masculino,37,Recoleta.,3,Jueves,Mañana
2019-0028,1,2019-04-06,2019,4,6,2024-01-16 09:15:00,9,"Justo, Juan B. Av. Y Oroño, Nicasio",Avenida,"Justo, Juan B. Av.",Si,"Justo, Juan B. Av. Y Oroã‘O, Nicasio",11,Point (100255.56175905 102594.14179920),-58.46051346,-34.60588536,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Femenino,51,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",5,Sábado,Mañana
2019-0029,1,2019-04-07,2019,4,7,2024-01-16 10:15:00,10,"Fernandez De La Cruz, F. , Gral. Av. Y Lacarra Av.",Avenida,"Fernandez De La Cruz, F., Gral. Av.",Si,"Fernandez De La Cruz, F., Gral. Av. Y Paz, Gral. Av.",8,Point (98491.08733048 93092.87943671),-58.47976785,-34.69153196,Moto-Objeto Fijo,Moto,Objeto Fijo,Conductor,Masculino,27,"Villa Soldati, Villa Riachuelo y Villa Lugano.",6,Domingo,Mañana
2019-0030,1,2019-04-09,2019,4,9,2024-01-16 16:00:00,16,"Alvarez, Donato, Tte. Gral. Y Yerbal",Calle,"Alvarez, Donato, Tte. Gral.",Si,"Alvarez, Donato, Tte. Gral. Y Yerbal",7,Point (100800.05107565 100531.46552448),-58.45457546,-34.62447891,Moto-Cargas,Moto,Cargas,Conductor,Masculino,25,Flores y Parque Chacabuco.,1,Martes,Tarde
2019-0031,1,2019-04-12,2019,4,12,2024-01-16 19:55:00,19,"Cordoba Av. Y Madero, Eduardo Av.",Avenida,Cordoba Av.,Si,"Cordoba Av. Y Madero, Eduardo Av.",1,Point (108602.89777103 103429.39485413),-58.36951669,-34.59832047,Bicicleta-Cargas,Bicicleta,Cargas,Ciclista,Masculino,20,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",4,Viernes,Noche
2019-0032,1,2019-04-16,2019,4,16,2024-01-16 11:00:00,11,"Camarones Y Alvarez, Donato, Tte. Gral. Av.",Avenida,Camarones,Si,"Camarones Y Alvarez, Donato, Tte. Gral. Av.",11,Point (99921.70768730 102754.71427746),-58.46415322,-34.6044379,Peaton-Auto,Peaton,Auto,Peaton,Femenino,83,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",1,Martes,Mañana
2019-0033,1,2019-04-18,2019,4,18,2024-01-16 01:00:00,1,"Autopista 25 De Mayo Y Huergo, Ing. Av.",Autopista,Autopista 25 De Mayo,Si,"Autopista 25 De Mayo Y Huergo, Ing. Av.",1,Point (108916.48040002 100856.88142642),-58.36607137,-34.62150748,Moto-Sd,Moto,Sd,Conductor,Masculino,25,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",3,Jueves,Madrugada
2019-0034,1,2019-04-21,2019,4,21,2024-01-16 09:08:00,9,"Moreno, Perito Av. 3050",Avenida,"Moreno, Perito Av.",No,"Moreno, Perito Av. 3050",7,Point (100726.63402530 97597.06610219),-58.45537373,-34.65093074,Moto-Objeto Fijo,Moto,Objeto Fijo,Conductor,Masculino,40,Flores y Parque Chacabuco.,6,Domingo,Mañana
2019-0035,1,2019-04-23,2019,4,23,2024-01-16 14:10:00,14,Suipacha 665,Calle,Suipacha,No,Suipacha 665,1,Point (107693.66022765 103185.01912141),-58.37942637,-34.60053054,Peaton-Bicicleta,Peaton,Bicicleta,Peaton,Femenino,75,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",1,Martes,Tarde
2019-0036,1,2019-04-26,2019,4,26,2024-01-16 22:46:00,22,Riglos Y Formosa,Calle,Riglos,Si,Riglos Y Formosa,6,Point (102429.80070706 100864.42075191),-58.4368044,-34.62147504,Moto-Auto,Moto,Auto,Conductor,Masculino,34,Caballito.,4,Viernes,Noche
2019-0037,1,2019-05-01,2019,5,1,2024-01-16 23:10:00,23,La Rioja E Independencia Av.,Avenida,La Rioja,Si,La Rioja E Independencia Av.,3,Point (105091.36704114 101058.15092586),-58.40778291,-34.61971907,Moto-Auto,Moto,Auto,Conductor,Masculino,17,Balvanera y San Cristóbal.,2,Miércoles,Noche
2019-0038,1,2019-05-04,2019,5,4,2024-01-16 14:10:00,14,"Udaondo, Guillermo Av. Y Figueroa Alcorta, Pres. Av.",Avenida,"Udaondo, Guillermo Av.",Si,"Udaondo, Guillermo Av. Y Figueroa Alcorta, Pres. Av.",13,Point (101025.65409402 109205.71453455),-58.45212523,-34.54628513,Peaton-Moto,Peaton,Moto,Peaton,Femenino,42,"Núñez, Belgrano y Colegiales.",5,Sábado,Tarde
2019-0039,1,2019-05-09,2019,5,9,2024-01-16 03:05:00,3,San Pedrito Av. Y Directorio Av.,Avenida,San Pedrito Av.,Si,San Pedrito Av. Y Directorio Av.,7,Point (99615.63172945 99306.93173343),-58.46749188,-34.63551751,Moto-Auto,Moto,Auto,Conductor,Masculino,28,Flores y Parque Chacabuco.,3,Jueves,Madrugada
2019-0040,1,2019-05-09,2019,5,9,2024-01-16 12:45:00,12,Puan Y Santander,Calle,Puan,Si,Puan Y Santander,7,Point (101894.68493124 99164.78448252),-58.4426358,-34.63679732,Moto-Sd,Moto,Sd,Conductor,Masculino,44,Flores y Parque Chacabuco.,3,Jueves,Tarde
2019-0041,1,2019-05-11,2019,5,11,2024-01-16 20:30:00,20,"Alberdi, Juan Bautista Av. Y Andalgala",Avenida,"Alberdi, Juan Bautista Av.",Si,"Alberdi, Juan Bautista Av. Y Andalgala",9,Point (95590.61347415 96760.29404728),-58.51140289,-34.65846419,Multiple,Auto,Multiple,Pasajero_Acompañante,Femenino,78,"Liniers, Mataderos y Parque Avellaneda.",5,Sábado,Noche
2019-0042,1,2019-05-14,2019,5,14,2024-01-16 15:00:00,15,Lima Y Constitucion,Calle,Lima,Si,Lima Y Constitucion,1,Point (107444.95821447 100509.15466740),-58.38211431,-34.62465368,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,39,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",1,Martes,Tarde
2019-0043,1,2019-05-21,2019,5,21,2024-01-16 09:00:00,9,"Cordoba Av. Y Madero, Eduardo Av.",Avenida,Cordoba Av.,Si,"Cordoba Av. Y Madero, Eduardo Av.",1,Point (108602.89777103 103429.39485413),-58.36951669,-34.59832047,Bicicleta-Cargas,Bicicleta,Cargas,Ciclista,Femenino,51,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",1,Martes,Mañana
2019-0044,1,2019-05-27,2019,5,27,2024-01-16 12:45:00,12,Boedo Av. 650,Avenida,Boedo Av.,No,Boedo Av. 650,5,Point (104305.46011381 100986.83752228),-58.41635217,-34.62036547,Peaton-Moto,Peaton,Moto,Peaton,Femenino,77,Almagro y Boedo.,0,Lunes,Tarde
2019-0045,1,2019-06-03,2019,6,3,2024-01-16 07:27:00,7,Del Libertador Av. Y Republica De La India,Avenida,Del Libertador Av.,Si,Del Libertador Av. Y Republica De La India,14,Point (104600.49945984 105930.85721602),-58.41316147,-34.57579669,Moto-Cargas,Moto,Cargas,Conductor,Masculino,33,Palermo.,0,Lunes,Mañana
